#
# File created on 2021-12-09 10:58:07 EST
#
# U.S. Geological Survey
# 
# This file contains selected water-quality data for stations in the National Water Information 
# System water-quality database.  Explanation of codes found in this file are followed by
# the retrieved data.
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
# To view additional data-quality attributes, output the results using these options:  
# one result per row, expanded attributes.  Additional precautions are at:
# https://help.waterdata.usgs.gov/tutorials/water-quality-data/help-using-the-water-quality-data-retrieval-system#Data_retrievals_precautions
#
#  agency_cd                   - Agency Code
#  site_no                     - Station number
#  sample_dt                   - Begin date
#  sample_tm                   - Begin time
#  sample_end_dt               - End date
#  sample_end_tm               - End time
#  sample_start_time_datum_cd  - Time datum
#  tm_datum_rlbty_cd           - Time datum reliability code
#  coll_ent_cd                 - Agency Collecting Sample Code
#  medium_cd                   - Medium code
#  tu_id                       - Taxonomic unit code
#  body_part_id                - Body part code
#  P00028                      - Agency analyzing sample, code
#  P00060                      - Discharge, cubic feet per second
#  P00061                      - Discharge, instantaneous, cubic feet per second
#  P00065                      - Gage height, feet
#  P00500                      - Total solids dried at 105 degrees Celsius, water, unfiltered, milligrams per liter
#  P00530                      - Suspended solids, water, unfiltered, milligrams per liter
#  P00600                      - Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, milligrams per liter
#  P00605                      - Organic nitrogen, water, unfiltered, milligrams per liter as nitrogen
#  P00610                      - Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as nitrogen
#  P00625                      - Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen
#  P00630                      - Nitrate plus nitrite, water, unfiltered, milligrams per liter as nitrogen
#  P00660                      - Orthophosphate, water, filtered, milligrams per liter as PO4
#  P00665                      - Phosphorus, water, unfiltered, milligrams per liter as phosphorus
#  P00666                      - Phosphorus, water, filtered, milligrams per liter as phosphorus
#  P00671                      - Orthophosphate, water, filtered, milligrams per liter as phosphorus
#  P00940                      - Chloride, water, filtered, milligrams per liter
#  P30207                      - Gage height, above datum, meters
#  P30208                      - Discharge, cubic meters per second
#  P30209                      - Discharge, instantaneous, cubic meters per second
#  P71845                      - Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as NH4
#  P71886                      - Phosphorus, water, unfiltered, milligrams per liter as PO4
#  P71887                      - Total nitrogen [nitrate + nitrite + ammonia + organic-N], water, unfiltered, milligrams per liter as nitrate
#  P80154                      - Suspended sediment concentration, milligrams per liter
#  P80155                      - Suspended sediment discharge, short tons per day
#  P82398                      - Sampling method, code
#  P91157                      - Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams
#
# Description of sample_start_time_datum_cd:
# CST  - Central Standard Time
# CDT  - Central Daylight Time
#
# Description of tm_datum_rlbty_cd:
# K  - Known
# T  - Transferred
#
# Description of coll_ent_cd:
# USGS-WRD  - U.S. Geological Survey-Water Resources Discipline
#
# Description of medium_cd:
# WS  - Surface water
#
# Description of tu_id:
# https://www.itis.gov/
#
# Description of body_part_id:
#
# Description of remark_cd:
# <  - Less than
#
# Data for the following sites are included:
#  USGS 05427965 SPRING HARBOR STORM SEWER AT MADISON, WI
#
# WARNING:  Some spreadsheet programs do not allow more than 256 columns. This retrieval
# may not be imported into those programs without manually editing this file.
#
agency_cd	site_no	sample_dt	sample_tm	sample_end_dt	sample_end_tm	sample_start_time_datum_cd	tm_datum_rlbty_cd	coll_ent_cd	medium_cd	tu_id	body_part_id	p00028	p00060	p00061	p00065	p00500	p00530	p00600	p00605	p00610	p00625	p00630	p00660	p00665	p00666	p00671	p00940	p30207	p30208	p30209	p71845	p71886	p71887	p80154	p80155	p82398	p91157
USGS	05427965	1976-08-28	01:30			CDT	T		WS					 5.9																 0.17				 95	 1.5		
USGS	05427965	1976-08-28	02:30			CDT	T		WS					 5.0																 0.14				 29	 0.39		
USGS	05427965	1976-09-19	13:20			CDT	T		WS					 11																 0.30				 9	 0.26		
USGS	05427965	1976-10-30	07:40			CDT	T		WS					 0.37																 0.01				 8	 0.01		
USGS	05427965	1976-10-30	07:50			CDT	T		WS					 0.43																 0.01				 8	 0.01		
USGS	05427965	1976-10-30	08:00			CDT	T		WS					 0.43																 0.01				 7	 0.01		
USGS	05427965	1976-10-30	08:10			CDT	T		WS					 0.68																 0.02				 7	 0.01		
USGS	05427965	1977-02-23	10:20			CST	T		WS					 62																 1.8				 145	 24		
USGS	05427965	1977-02-23	21:05			CST	T		WS					 72																 2.0				 369	 72		
USGS	05427965	1977-02-23	21:35			CST	T		WS					 77																 2.2				 346	 72		
USGS	05427965	1977-02-23	21:55			CST	T		WS					 87																 2.5				 396	 93		
USGS	05427965	1977-02-23	22:25			CST	T		WS					 78																 2.2				 386	 81		
USGS	05427965	1977-02-23	22:55			CST	T		WS					 58																 1.6				 417	 65		
USGS	05427965	1977-02-23	23:15			CST	T		WS					 49																 1.4				 323	 43		
USGS	05427965	1977-02-24	00:15			CST	T		WS					 33																 0.93				 242	 22		
USGS	05427965	1977-02-24	00:45			CST	T		WS					 29																 0.82				 381	 30		
USGS	05427965	1977-02-24	01:15			CST	T		WS					 26																 0.74				 209	 15		
USGS	05427965	1977-02-24	02:25			CST	T		WS					 21																 0.59				 158	 9.0		
USGS	05427965	1977-03-28	14:00			CST	T		WS					 35																 0.99				 538	 51		
USGS	05427965	1977-03-28	15:00			CST	T		WS					 53																 1.5				 462	 66		
USGS	05427965	1977-03-28	15:40			CST	T		WS					 36																 1.0				 247	 24		
USGS	05427965	1977-03-28	16:20			CST	T		WS					 22																 0.62				 144	 8.6		
USGS	05427965	1977-03-28	18:20			CST	T		WS					 6.1																 0.17				 65	 1.1		
USGS	05427965	1977-04-20	19:45			CST	T		WS					 16																 0.45				 3360	 145		
USGS	05427965	1977-04-20	20:00			CST	T		WS					 11																 0.31				 1040	 31		
USGS	05427965	1977-04-20	20:15			CST	T		WS					 6.1																 0.17				 786	 13		
USGS	05427965	1977-04-20	20:45			CST	T		WS					 12																 0.34				 1370	 44		
USGS	05427965	1977-04-20	21:30			CST	T		WS					 5.5																 0.16				 244	 3.6		
USGS	05427965	1977-04-20	23:00			CST	T		WS					 3.0																 0.08				 54	 0.44		
USGS	05427965	1977-06-05	01:55			CDT	T		WS					 42																 1.2				 3180	 361		
USGS	05427965	1977-06-05	02:40			CDT	T		WS					 42																 1.2				 1720	 195		
USGS	05427965	1977-06-05	03:10			CDT	T		WS					 24																 0.68				 356	 23		
USGS	05427965	1977-06-05	04:25			CDT	T		WS					 70																 2.0				 553	 105		
USGS	05427965	1977-06-05	05:10			CDT	T		WS					 48																 1.4				 194	 25		
USGS	05427965	1977-06-30	05:40			CDT	T		WS					 57																 1.6				 1310	 202		
USGS	05427965	1977-06-30	06:00			CDT	T		WS					 196																 5.6				 2290	 1210		
USGS	05427965	1977-06-30	06:20			CDT	T		WS					 351																 9.9				 1770	 1680		
USGS	05427965	1977-06-30	07:00			CDT	T		WS					 103																 2.9				 1080	 300		
USGS	05427965	1977-06-30	07:40			CDT	T		WS					 50																 1.4				 552	 75		
USGS	05427965	1977-06-30	08:40			CDT	T		WS					 37																 1.0				 442	 44		
USGS	05427965	1977-07-20	21:30			CDT	T		WS					 16																 0.45				 320	 14		
USGS	05427965	1977-07-20	21:55			CDT	T		WS					 55																 1.6				 305	 45		
USGS	05427965	1977-07-20	22:20			CDT	T		WS					 27																 0.76				 225	 16		
USGS	05427965	1977-07-20	22:45			CDT	T		WS					 46																 1.3				 184	 23		
USGS	05427965	1977-07-20	23:35			CDT	T		WS					 47																 1.3				 183	 23		
USGS	05427965	1977-07-21	00:50			CDT	T		WS					 8.7																 0.25				 175	 4.1		
USGS	05427965	1977-07-21	02:55			CDT	T		WS					 3.4																 0.10				 436	 4.0		
USGS	05427965	1978-05-11	23:20			CDT	T		WS					 36																 1.0				 146	 14		
USGS	05427965	1978-05-11	23:40			CDT	T		WS					 72																 2.0				 58	 11		
USGS	05427965	1978-05-12	00:35			CDT	T		WS					 48																 1.4				 307	 40		
USGS	05427965	1978-05-12	00:40			CDT	T		WS					 55																 1.6				 33	 4.9		
USGS	05427965	1978-05-12	01:00			CDT	T		WS					 26																 0.74				 59	 4.1		
USGS	05427965	1978-05-12	02:00			CDT	T		WS					 21																 0.59				 67	 3.8		
USGS	05427965	1978-05-12	03:00			CDT	T		WS					 31																 0.88				 67	 5.6		
USGS	05427965	1978-05-12	03:40			CDT	T		WS					 26																 0.74				 58	 4.1		
USGS	05427965	1978-05-13	02:35			CDT	T		WS					 96																 2.7				 409	 106		
USGS	05427965	1978-05-13	04:35			CDT	T		WS					 60																 1.7				 458	 74		
USGS	05427965	1978-05-13	07:35			CDT	T		WS					 42																 1.2				 254	 29		
USGS	05427965	1978-05-13	12:35			CDT	T		WS					 84																 2.4				 266	 60		
USGS	05427965	1978-05-13	16:45			CDT	T		WS					 26																 0.74				 544	 38		
USGS	05427965	1978-05-13	18:25			CDT	T		WS					 33																 0.93				 227	 20		
USGS	05427965	1978-05-13	21:35			CDT	T		WS					 13																 0.37				 141	 4.9		
USGS	05427965	1978-05-14	03:15			CDT	T		WS					 3.8																 0.11				 52	 0.53		
USGS	05427965	1978-06-16	01:20			CDT	T		WS					 30																 0.85				 2020	 164		
USGS	05427965	1978-06-16	01:35			CDT	T		WS					 16																 0.45				 1020	 44		
USGS	05427965	1978-06-16	02:05			CDT	T		WS					 29																 0.82				 1360	 106		
USGS	05427965	1978-06-16	04:35			CDT	T		WS					 6.4																 0.18				 82	 1.4		
USGS	05427965	1978-06-16	22:50			CDT	T		WS					 90																 2.5				 914	 222		
USGS	05427965	1978-06-17	00:10			CDT	T		WS					 190																 5.4				 1760	 903		
USGS	05427965	1978-06-17	02:10			CDT	T		WS					 103																 2.9				 1140	 317		
USGS	05427965	1978-06-17	07:30			CDT	T		WS					 36																 1.0				 836	 81		
USGS	05427965	1978-06-25	05:55			CDT	T		WS					 45																 1.3				 1120	 136		
USGS	05427965	1978-06-25	06:35			CDT	T		WS					 368																 10				 2210	 2200		
USGS	05427965	1978-06-25	07:15			CDT	T		WS					 254																 7.2				 2760	 1890		
USGS	05427965	1978-06-25	07:55			CDT	T		WS					 146																 4.1				 3180	 1250		
USGS	05427965	1978-06-25	10:35			CDT	T		WS					 46																 1.3				 2390	 297		
USGS	05427965	1978-06-25	13:15			CDT	T		WS					 38																 1.1				 1590	 163		
USGS	05427965	1978-07-20	14:10			CDT	T		WS					 44																 1.2				 999	 119		
USGS	05427965	1978-07-20	15:40			CDT	T		WS					 283																 8.0				 1200	 917		
USGS	05427965	1978-07-20	16:40			CDT	T		WS					 82																 2.3				 1050	 232		
USGS	05427965	1978-07-20	20:40			CDT	T		WS					 39																 1.1				 659	 69		
USGS	05427965	1978-09-13	02:50			CDT	T		WS					 53																 1.5				 519	 74		
USGS	05427965	1978-09-13	03:20			CDT	T		WS					 106																 3.0				 917	 262		
USGS	05427965	1978-09-13	04:50			CDT	T		WS					 56																 1.6				 230	 35		
USGS	05427965	1978-09-13	07:50			CDT	T		WS					 7.2																 0.20				 111	 2.2		
USGS	05427965	1978-09-14	04:25			CDT	T		WS					 19																 0.54				 452	 23		
USGS	05427965	1978-09-14	04:55			CDT	T		WS					 16																 0.45				 429	 19		
USGS	05427965	1978-09-14	07:55			CDT	T		WS					 5.2																 0.15				 90	 1.3		
USGS	05427965	1978-09-17	01:55			CDT	T		WS					 144																 4.1				 639	 248		
USGS	05427965	1978-09-17	03:25			CDT	T		WS					 33																 0.93				 336	 30		
USGS	05427965	1978-09-17	07:25			CDT	T		WS					 4.7																 0.13				 212	 2.7		
USGS	05427965	1978-09-17	21:25			CDT	T		WS					 22																 0.62				 379	 23		
USGS	05427965	1978-09-17	23:25			CDT	T		WS					 152																 4.3				 683	 280		
USGS	05427965	1978-09-18	00:55			CDT	T		WS					 59																 1.7				 355	 57		
USGS	05427965	1978-09-18	03:55			CDT	T		WS					 239																 6.8				 639	 412		
USGS	05427965	1978-09-18	08:30			CDT	T		WS					 51																 1.4				 399	 55		
USGS	05427965	1978-09-20	02:45			CDT	T		WS					 7.2																 0.20				 387	 7.5		
USGS	05427965	1978-09-20	03:15			CDT	T		WS					 54																 1.5				 526	 77		
USGS	05427965	1978-09-20	03:45			CDT	T		WS					 91																 2.6				 674	 166		
USGS	05427965	1978-09-20	08:45			CDT	T		WS					 7.7																 0.22				 214	 4.4		
USGS	05427965	1978-11-17	07:15			CST	T		WS					 109																 3.1				 736	 217		
USGS	05427965	1978-11-17	07:35			CST	T		WS					 151																 4.3				 146	 60		
USGS	05427965	1978-11-17	07:55			CST	T		WS					 142																 4.0				 517	 198		
USGS	05427965	1978-11-17	08:35			CST	T		WS					 95																 2.7				 320	 82		
USGS	05427965	1978-11-17	08:55			CST	T		WS					 95																 2.7				 237	 61		
USGS	05427965	1978-11-17	09:35			CST	T		WS					 80																 2.3				 243	 52		
USGS	05427965	1978-11-17	10:15			CST	T		WS					 60																 1.7				 179	 29		
USGS	05427965	1978-11-17	10:55			CST	T		WS					 44																 1.2				 163	 19		
USGS	05427965	1978-11-17	11:35			CST	T		WS					 26																 0.74				 126	 8.8		
USGS	05427965	1979-06-28	18:05			CDT	T		WS					 18																 0.51				 2910	 141		
USGS	05427965	1979-06-28	18:15			CDT	T		WS					 228																 6.5				 1920	 1180		
USGS	05427965	1979-06-28	18:25			CDT	T		WS					 144																 4.1				 940	 365		
USGS	05427965	1979-06-28	18:35			CDT	T		WS					 158																 4.5				 2110	 900		
USGS	05427965	1979-06-28	18:45			CDT	T		WS					 125																 3.5				 1970	 665		
USGS	05427965	1979-06-28	19:15			CDT	T		WS					 100																 2.8				 805	 217		
USGS	05427965	1979-07-10	19:50			CDT	T		WS					 26																 0.74				 2550	 179		
USGS	05427965	1979-07-10	21:00			CDT	T		WS					 89																 2.5				 1300	 312		
USGS	05427965	1979-07-10	21:30			CDT	T		WS					 144																 4.1				 1140	 443		
USGS	05427965	1979-07-10	21:40			CDT	T		WS					 149																 4.2				 1310	 527		
USGS	05427965	1979-07-10	22:50			CDT	T		WS					 149																 4.2				 1220	 491		
USGS	05427965	1979-10-01	14:45			CDT	T		WS					 13																 0.37				 334	 12		
USGS	05427965	1979-10-01	15:00			CDT	T		WS					 17																 0.48				 368	 17		
USGS	05427965	1979-10-01	15:30			CDT	T		WS					 14																 0.40				 392	 15		
USGS	05427965	1980-01-16	14:55			CST	T		WS					 34																 0.96				 3080	 283		
USGS	05427965	1980-04-08	11:05			CST	T		WS					 19																 0.54				 217	 11		
USGS	05427965	1980-05-13	10:10			CDT	T		WS					 14																 0.40				 2100	 79		
USGS	05427965	1980-05-13	11:10			CDT	T		WS					 32																 0.91				 949	 82		
USGS	05427965	1980-05-28	12:14			CDT	T		WS					 36																 1.0				 755	 73		
USGS	05427965	1980-05-28	12:24			CDT	T		WS					 52																 1.5				 1930	 271		
USGS	05427965	1980-06-05	11:03			CDT	T		WS					 84																 2.4				 1790	 406		
USGS	05427965	1980-06-05	11:13			CDT	T		WS					 89																 2.5				 2240	 538		
USGS	05427965	1980-06-05	11:33			CDT	T		WS					 62																 1.8				 1720	 288		
USGS	05427965	1980-06-07	07:07			CDT	T		WS					 17																 0.48				 1320	 61		
USGS	05427965	1980-06-07	07:17			CDT	T		WS					 206																 5.8				 1740	 968		
USGS	05427965	1980-06-07	07:37			CDT	T		WS					 393																 11				 1920	 2040		
USGS	05427965	1980-06-07	07:47			CDT	T		WS					 257																 7.3				 2690	 1870		
USGS	05427965	1980-06-07	08:17			CDT	T		WS					 130																 3.7				 2290	 804		
USGS	05427965	1980-06-07	09:17			CDT	T		WS					 56																 1.6				 1810	 274		
USGS	05427965	1980-07-16	02:35			CDT	T		WS					 54																 1.5				 924	 135		
USGS	05427965	1980-07-16	02:45			CDT	T		WS					 102																 2.9				 417	 115		
USGS	05427965	1980-07-16	03:15			CDT	T		WS					 110																 3.1				 530	 157		
USGS	05427965	1980-07-16	03:35			CDT	T		WS					 99																 2.8				 483	 129		
USGS	05427965	1980-08-02	08:45			CDT	T		WS					 34																 0.96				 529	 49		
USGS	05427965	1980-08-02	09:20			CDT	T		WS					 52																 1.5				 442	 62		
USGS	05427965	1980-08-07	08:45			CDT	T		WS					 58																 1.6				 362	 57		
USGS	05427965	1980-08-07	09:35			CDT	T		WS					 39																 1.1				 183	 19		
USGS	05427965	1980-08-19	06:25			CDT	T		WS					 110																 3.1				 653	 194		
USGS	05427965	1980-08-19	06:35			CDT	T		WS					 114																 3.2				 872	 268		
USGS	05427965	1980-08-19	07:00			CDT	T		WS					 77																 2.2				 749	 156		
USGS	05427965	1980-08-19	08:00			CDT	T		WS					 47																 1.3				 822	 104		
USGS	05427965	1980-08-27	21:15			CDT	T		WS					 215																 6.1				 984	 571		
USGS	05427965	1980-08-27	21:30			CDT	T		WS					 359																 10				 1250	 1210		
USGS	05427965	1980-08-27	21:45			CDT	T		WS					 200																 5.7				 640	 346		
USGS	05427965	1980-08-27	22:15			CDT	T		WS					 94																 2.7				 668	 170		
USGS	05427965	1980-08-27	23:00			CDT	T		WS					 56																 1.6				 886	 134		
USGS	05427965	1980-08-29	09:15			CDT	T		WS					 161																 4.6				 937	 407		
USGS	05427965	1980-09-12	07:00			CDT	T		WS					 138																 3.9				 470	 175		
USGS	05427965	1980-09-12	07:10			CDT	T		WS					 328																 9.3				 667	 591		
USGS	05427965	1980-09-12	07:20			CDT	T		WS					 402																 11				 735	 798		
USGS	05427965	1980-09-12	07:55			CDT	T		WS					 141																 4.0				 628	 239		
USGS	05427965	1981-04-04	01:20			CST	T		WS					 20																 0.57				 4360	 235		
USGS	05427965	1981-04-04	02:05			CST	T		WS					 34																 0.96				 1000	 92		
USGS	05427965	1981-04-04	02:20			CST	T		WS					 39																 1.1				 773	 81		
USGS	05427965	1981-04-04	03:50			CST	T		WS					 19																 0.54				 465	 24		
USGS	05427965	1981-04-08	05:35			CST	T		WS					 14																 0.40				 1550	 59		
USGS	05427965	1981-04-08	05:50			CST	T	USGS-WRD	WS			 80010		 22	 1.10			 3.8	 2.2	 0.840	 3.0	 0.840		 0.490	 0.170			 0.34		 0.62	 1.08	 1.5	 17.0				
USGS	05427965	1981-04-08	06:05			CST	T		WS					 62																 1.8				 1170	 196		
USGS	05427965	1981-04-08	06:50			CST	T		WS					 58																 1.6				 1020	 160		
USGS	05427965	1981-04-08	07:05			CST	T	USGS-WRD	WS			 80010		 63	 1.56			 3.1	 1.8	 0.720	 2.5	 0.610		 0.650	 0.150			 0.48		 1.8	 0.927	 2.0	 14.0				
USGS	05427965	1981-04-08	07:20			CST	T		WS					 62																 1.8				 1200	 201		
USGS	05427965	1981-04-08	09:05			CST	T	USGS-WRD	WS			 80010		 22	 1.10			 2.8	 1.6	 0.600	 2.2	 0.600		 0.590	 0.230			 0.34		 0.62	 0.773	 1.8	 12.0				
USGS	05427965	1981-04-08	09:20			CST	T		WS					 17																 0.48				 441	 20		
USGS	05427965	1981-05-29	13:05			CDT	T		WS					 92																 2.6				 1970	 489		
USGS	05427965	1981-05-29	13:35			CDT	T		WS					 64																 1.8				 785	 136		
USGS	05427965	1981-05-29	14:20			CDT	T		WS					 39																 1.1				 1100	 116		
USGS	05427965	1981-05-29	15:10			CDT	T		WS					 18																 0.51				 628	 31		
USGS	05427965	1981-06-08	16:40			CDT	T		WS					 16																 0.45				 1100	 48		
USGS	05427965	1981-06-08	16:55			CDT	T		WS					 27																 0.76				 999	 73		
USGS	05427965	1981-06-08	17:10			CDT	T	USGS-WRD	WS			 80010		 60	 1.50			 4.5	 3.7	 0.180	 3.9	 0.630		 0.660	 0.070			 0.46		 1.7	 0.232	 2.0	 20.0				
USGS	05427965	1981-06-08	17:25			CDT	T		WS					 84																 2.4				 718	 163		
USGS	05427965	1981-06-08	17:40			CDT	T		WS					 87																 2.5				 545	 128		
USGS	05427965	1981-06-08	17:55			CDT	T	USGS-WRD	WS			 80010		 87	 1.72			 2.5	 1.8	 0.220	 2.0	 0.490		 0.590	 0.110			 0.52		 2.5	 0.283	 1.8	 11.0				
USGS	05427965	1981-06-08	18:25			CDT	T		WS					 62																 1.8				 669	 112		
